Product_ID,product_name,brand,price,Original_Price,Discount_Percentage,Rating,Number_of_Ratings,Shades_Available,Breadcrumbs,Product_URL,Description
PROD0265,Bobbi Brown Matte Foundation,Bobbi Brown,1263,2613,51.7,4.2,1550,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0265,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0266,MAC Hydra Foundation,MAC,920,1985,53.7,4.2,6298,18,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0266,Tested by dermatologists and suitable for all skin types.
PROD0267,MAC Hydra Foundation,MAC,883,1802,51,4.7,1687,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0267,Tested by dermatologists and suitable for all skin types.
PROD0268,Nykaa Ultra Foundation,Nykaa,3537,4473,20.9,4.9,2404,2,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0268,"Smudge-proof, waterproof, and lightweight formula."
PROD0269,Lakme Pure Foundation,Lakme,5739,6032,4.9,4.8,446,6,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0269,"Smudge-proof, waterproof, and lightweight formula."
PROD0270,L'Oreal Intense Foundation,L'Oreal,838,1563,46.4,4.3,6312,8,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0270,"Smudge-proof, waterproof, and lightweight formula."
PROD0271,Bobbi Brown Matte Foundation,Bobbi Brown,322,1700,81.1,4.4,3015,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0271,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0272,Lakme Matte Foundation,Lakme,3180,3485,8.8,4.4,914,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0272,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0273,Lakme Ultra Foundation,Lakme,3655,4056,9.9,3.6,2100,2,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0273,"Smudge-proof, waterproof, and lightweight formula."
PROD0274,Lakme Natural Foundation,Lakme,4940,5689,13.2,4.5,5231,14,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0274,Enriched with natural extracts for everyday use.
PROD0275,MAC Glow Foundation,MAC,1150,2248,48.8,4.7,2737,17,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0275,Enriched with natural extracts for everyday use.
PROD0276,Bobbi Brown Intense Foundation,Bobbi Brown,5098,5980,14.7,3.5,952,10,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0276,Enriched with natural extracts for everyday use.
PROD0277,Bobbi Brown Hydra Foundation,Bobbi Brown,1647,2914,43.5,4.9,1974,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0277,Enriched with natural extracts for everyday use.
PROD0278,MAC Intense Foundation,MAC,2461,2767,11.1,4.8,1805,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0278,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0279,MAC Natural Foundation,MAC,2930,4133,29.1,4.3,7208,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0279,Hydrating and gentle on skin with rich texture.
PROD0280,Nykaa Natural Foundation,Nykaa,3304,3713,11,4.7,7159,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0280,Long-lasting formula with smooth application.
PROD0281,Lakme Matte Foundation,Lakme,2388,2945,18.9,4.9,5298,4,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0281,Hydrating and gentle on skin with rich texture.
PROD0282,Bobbi Brown Natural Foundation,Bobbi Brown,2734,3954,30.9,3.8,1448,16,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0282,"Smudge-proof, waterproof, and lightweight formula."
PROD0283,Maybelline Hydra Foundation,Maybelline,5610,6335,11.4,3.7,203,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0283,"Smudge-proof, waterproof, and lightweight formula."
PROD0284,Bobbi Brown Pure Foundation,Bobbi Brown,4234,5126,17.4,3.7,6701,3,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0284,Hydrating and gentle on skin with rich texture.
PROD0285,L'Oreal Intense Foundation,L'Oreal,2811,3506,19.8,4.7,1607,5,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0285,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0286,MAC Matte Foundation,MAC,2006,2453,18.2,3.9,1836,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0286,Hydrating and gentle on skin with rich texture.
PROD0287,Maybelline Hydra Foundation,Maybelline,5727,6829,16.1,4.8,7896,3,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0287,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0288,MAC Pure Foundation,MAC,5460,6687,18.3,4.1,4661,8,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0288,Long-lasting formula with smooth application.
PROD0289,Lakme Matte Foundation,Lakme,5501,6510,15.5,4.9,1788,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0289,Enriched with natural extracts for everyday use.
PROD0290,Lakme Matte Foundation,Lakme,662,1478,55.2,4.6,6971,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0290,Enriched with natural extracts for everyday use.
PROD0291,Lakme Intense Foundation,Lakme,4048,4108,1.5,3.8,2541,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0291,Long-lasting formula with smooth application.
PROD0292,Bobbi Brown Hydra Foundation,Bobbi Brown,1008,1536,34.4,3.6,2094,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0292,Long-lasting formula with smooth application.
PROD0293,Bobbi Brown Glow Foundation,Bobbi Brown,1113,2448,54.5,4.7,715,12,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0293,Hydrating and gentle on skin with rich texture.
PROD0294,Bobbi Brown Pure Foundation,Bobbi Brown,828,1562,47,3.7,6868,7,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0294,"Smudge-proof, waterproof, and lightweight formula."
PROD0295,L'Oreal Natural Foundation,L'Oreal,3650,4996,26.9,4.1,1728,1,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0295,Hydrating and gentle on skin with rich texture.
PROD0296,Maybelline Intense Foundation,Maybelline,5132,6577,22,4.5,3120,6,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0296,Long-lasting formula with smooth application.
PROD0297,Maybelline Natural Foundation,Maybelline,1858,3182,41.6,4.5,1998,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0297,Enriched with natural extracts for everyday use.
PROD0298,L'Oreal Natural Foundation,L'Oreal,5367,6396,16.1,4.8,3418,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0298,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0299,L'Oreal Pure Foundation,L'Oreal,2358,2660,11.4,5,679,13,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0299,Enriched with natural extracts for everyday use.
PROD0300,MAC Natural Foundation,MAC,4227,4967,14.9,4.7,2265,16,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0300,"Smudge-proof, waterproof, and lightweight formula."
PROD0301,Maybelline Ultra Foundation,Maybelline,2432,2489,2.3,3.6,1311,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0301,"Smudge-proof, waterproof, and lightweight formula."
PROD0302,Nykaa Matte Foundation,Nykaa,4475,5245,14.7,3.7,3394,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0302,Enriched with natural extracts for everyday use.
PROD0303,Maybelline Pure Foundation,Maybelline,267,625,57.3,4.5,4522,16,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0303,Enriched with natural extracts for everyday use.
PROD0304,Bobbi Brown Pure Foundation,Bobbi Brown,3925,4528,13.3,5,2599,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0304,Enriched with natural extracts for everyday use.
PROD0305,Bobbi Brown Natural Foundation,Bobbi Brown,3619,4224,14.3,3.6,5866,3,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0305,Hydrating and gentle on skin with rich texture.
PROD0306,Bobbi Brown Ultra Foundation,Bobbi Brown,3388,4366,22.4,4.6,2582,10,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0306,Hydrating and gentle on skin with rich texture.
PROD0307,MAC Pure Foundation,MAC,3569,3650,2.2,3.6,5166,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0307,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0308,Nykaa Hydra Foundation,Nykaa,4281,4659,8.1,4.2,4849,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0308,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0309,Nykaa Hydra Foundation,Nykaa,3346,4379,23.6,4.5,4298,3,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0309,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0310,Nykaa Pure Foundation,Nykaa,1129,1526,26,4.1,7905,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0310,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0311,Nykaa Pure Foundation,Nykaa,651,2137,69.5,4.2,7970,4,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0311,Hydrating and gentle on skin with rich texture.
PROD0312,Bobbi Brown Pure Foundation,Bobbi Brown,4776,5095,6.3,4.8,5990,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0312,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0313,L'Oreal Hydra Foundation,L'Oreal,1716,3203,46.4,4.4,6813,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0313,Hydrating and gentle on skin with rich texture.
PROD0314,MAC Matte Foundation,MAC,4995,5549,10,3.5,7312,2,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0314,Enriched with natural extracts for everyday use.
PROD0315,Bobbi Brown Glow Foundation,Bobbi Brown,3823,4416,13.4,4.1,7419,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0315,Long-lasting formula with smooth application.
PROD0316,MAC Ultra Foundation,MAC,2328,2405,3.2,4.9,868,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0316,"Smudge-proof, waterproof, and lightweight formula."
PROD0317,Maybelline Glow Foundation,Maybelline,1508,2542,40.7,4.6,1211,6,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0317,"Smudge-proof, waterproof, and lightweight formula."
PROD0318,Lakme Matte Foundation,Lakme,211,594,64.5,3.7,6385,8,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0318,Hydrating and gentle on skin with rich texture.
PROD0319,Bobbi Brown Natural Foundation,Bobbi Brown,4619,5774,20,4,6195,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0319,"Smudge-proof, waterproof, and lightweight formula."
PROD0320,MAC Hydra Foundation,MAC,1910,2088,8.5,4.1,919,,Home/Personal Care/Foundation,https://www.myntra.com/personal-care/foundation/PROD0320,Hydrating and gentle on skin with rich texture.
PROD0321,Neutrogena Glow Face Wash,Neutrogena,5237,6112,14.3,4.9,1789,12,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0321,"Smudge-proof, waterproof, and lightweight formula."
PROD0322,Neutrogena Natural Face Wash,Neutrogena,591,1297,54.4,4.8,2934,18,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0322,Enriched with natural extracts for everyday use.
PROD0323,The Face Shop Intense Face Wash,The Face Shop,2371,3159,24.9,4.8,247,7,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0323,Hydrating and gentle on skin with rich texture.
PROD0324,Himalaya Ultra Face Wash,Himalaya,4689,5929,20.9,3.7,4177,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0324,"Smudge-proof, waterproof, and lightweight formula."
PROD0325,Pond's Intense Face Wash,Pond's,5926,6271,5.5,3.9,4880,16,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0325,Hydrating and gentle on skin with rich texture.
PROD0326,Pond's Hydra Face Wash,Pond's,3672,4030,8.9,4.6,7028,18,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0326,Hydrating and gentle on skin with rich texture.
PROD0327,Himalaya Ultra Face Wash,Himalaya,181,638,71.6,4.6,1359,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0327,Enriched with natural extracts for everyday use.
PROD0328,Neutrogena Natural Face Wash,Neutrogena,1207,2699,55.3,4,2171,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0328,Tested by dermatologists and suitable for all skin types.
PROD0329,Biotique Ultra Face Wash,Biotique,5887,6583,10.6,4.8,5526,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0329,Enriched with natural extracts for everyday use.
PROD0330,Biotique Hydra Face Wash,Biotique,1489,2835,47.5,4.7,2912,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0330,Long-lasting formula with smooth application.
PROD0331,Pond's Matte Face Wash,Pond's,4428,5704,22.4,4.8,5181,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0331,"Smudge-proof, waterproof, and lightweight formula."
PROD0332,Neutrogena Intense Face Wash,Neutrogena,184,1446,87.3,4.8,4490,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0332,Enriched with natural extracts for everyday use.
PROD0333,The Face Shop Glow Face Wash,The Face Shop,1268,1798,29.5,4.3,1901,15,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0333,Long-lasting formula with smooth application.
PROD0334,Neutrogena Glow Face Wash,Neutrogena,3867,5147,24.9,4.5,7214,17,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0334,"Smudge-proof, waterproof, and lightweight formula."
PROD0335,Neutrogena Matte Face Wash,Neutrogena,5919,6348,6.8,3.5,5585,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0335,Tested by dermatologists and suitable for all skin types.
PROD0336,Pond's Hydra Face Wash,Pond's,4819,5286,8.8,4.9,6229,19,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0336,"Smudge-proof, waterproof, and lightweight formula."
PROD0337,Pond's Natural Face Wash,Pond's,1737,2427,28.4,3.5,7834,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0337,"Smudge-proof, waterproof, and lightweight formula."
PROD0338,Himalaya Matte Face Wash,Himalaya,5185,6287,17.5,4.5,7073,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0338,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0339,Mamaearth Matte Face Wash,Mamaearth,4932,5189,5,4.2,6255,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0339,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0340,Biotique Ultra Face Wash,Biotique,1443,2848,49.3,4.7,3639,6,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0340,Enriched with natural extracts for everyday use.
PROD0341,Neutrogena Hydra Face Wash,Neutrogena,4860,6118,20.6,4.7,1047,8,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0341,Hydrating and gentle on skin with rich texture.
PROD0342,Pond's Hydra Face Wash,Pond's,371,1172,68.3,4.2,6509,2,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0342,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0343,Mamaearth Natural Face Wash,Mamaearth,3927,4169,5.8,3.8,6796,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0343,"Smudge-proof, waterproof, and lightweight formula."
PROD0344,Himalaya Natural Face Wash,Himalaya,2206,3435,35.8,4.5,4263,9,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0344,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0345,Neutrogena Matte Face Wash,Neutrogena,4231,5257,19.5,4.8,5578,20,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0345,"Smudge-proof, waterproof, and lightweight formula."
PROD0346,The Face Shop Matte Face Wash,The Face Shop,2336,3101,24.7,4.7,2508,10,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0346,"Smudge-proof, waterproof, and lightweight formula."
PROD0347,Pond's Natural Face Wash,Pond's,1981,2383,16.9,4.3,269,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0347,Tested by dermatologists and suitable for all skin types.
PROD0348,Neutrogena Natural Face Wash,Neutrogena,5641,5836,3.3,4.3,4689,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0348,"Smudge-proof, waterproof, and lightweight formula."
PROD0349,Pond's Ultra Face Wash,Pond's,723,2214,67.3,4.4,2261,1,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0349,Tested by dermatologists and suitable for all skin types.
PROD0350,Mamaearth Intense Face Wash,Mamaearth,1470,2749,46.5,3.8,7975,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0350,Tested by dermatologists and suitable for all skin types.
PROD0351,The Face Shop Matte Face Wash,The Face Shop,5175,6576,21.3,4.1,3435,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0351,Tested by dermatologists and suitable for all skin types.
PROD0352,Himalaya Hydra Face Wash,Himalaya,352,718,51,4.3,7628,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0352,Hydrating and gentle on skin with rich texture.
PROD0353,Himalaya Matte Face Wash,Himalaya,3678,3755,2.1,5,2112,13,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0353,Tested by dermatologists and suitable for all skin types.
PROD0354,The Face Shop Glow Face Wash,The Face Shop,867,2351,63.1,4.2,6473,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0354,Enriched with natural extracts for everyday use.
PROD0355,Neutrogena Pure Face Wash,Neutrogena,3227,3530,8.6,4.2,2931,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0355,Enriched with natural extracts for everyday use.
PROD0356,Neutrogena Ultra Face Wash,Neutrogena,827,2142,61.4,3.9,18,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0356,Long-lasting formula with smooth application.
PROD0357,Himalaya Intense Face Wash,Himalaya,5585,6686,16.5,4.3,5621,18,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0357,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0358,The Face Shop Intense Face Wash,The Face Shop,4984,5126,2.8,4.2,3461,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0358,Hydrating and gentle on skin with rich texture.
PROD0359,Mamaearth Ultra Face Wash,Mamaearth,456,1219,62.6,4.6,1079,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0359,Long-lasting formula with smooth application.
PROD0360,Mamaearth Ultra Face Wash,Mamaearth,2048,2916,29.8,4.9,2327,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0360,Tested by dermatologists and suitable for all skin types.
PROD0361,Neutrogena Pure Face Wash,Neutrogena,1638,1878,12.8,3.6,6346,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0361,Enriched with natural extracts for everyday use.
PROD0362,Mamaearth Natural Face Wash,Mamaearth,1612,2581,37.5,4.5,1769,9,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0362,Long-lasting formula with smooth application.
PROD0363,Neutrogena Natural Face Wash,Neutrogena,4232,5358,21,4,6924,14,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0363,Hydrating and gentle on skin with rich texture.
PROD0364,Biotique Ultra Face Wash,Biotique,196,954,79.5,4,5735,15,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0364,"Smudge-proof, waterproof, and lightweight formula."
PROD0365,Himalaya Natural Face Wash,Himalaya,149,1472,89.9,4.3,1503,10,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0365,Long-lasting formula with smooth application.
PROD0366,Biotique Matte Face Wash,Biotique,2069,2432,14.9,4.1,3687,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0366,Hydrating and gentle on skin with rich texture.
PROD0367,Mamaearth Pure Face Wash,Mamaearth,4065,5192,21.7,3.6,4476,14,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0367,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0368,The Face Shop Hydra Face Wash,The Face Shop,1699,2008,15.4,4.8,5179,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0368,Enriched with natural extracts for everyday use.
PROD0369,Himalaya Matte Face Wash,Himalaya,3197,3606,11.3,4.5,2400,10,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0369,Long-lasting formula with smooth application.
PROD0370,Neutrogena Ultra Face Wash,Neutrogena,4948,5396,8.3,4.6,5854,2,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0370,"Smudge-proof, waterproof, and lightweight formula."
PROD0371,Pond's Hydra Face Wash,Pond's,4707,5286,11,3.7,4593,18,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0371,Long-lasting formula with smooth application.
PROD0372,The Face Shop Matte Face Wash,The Face Shop,3563,4225,15.7,4.5,72,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0372,Hydrating and gentle on skin with rich texture.
PROD0373,Pond's Ultra Face Wash,Pond's,4192,5648,25.8,4.7,2747,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0373,Tested by dermatologists and suitable for all skin types.
PROD0374,Mamaearth Intense Face Wash,Mamaearth,1291,1960,34.1,3.5,5802,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0374,Enriched with natural extracts for everyday use.
PROD0375,Himalaya Glow Face Wash,Himalaya,4045,5031,19.6,4.4,5650,19,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0375,"Smudge-proof, waterproof, and lightweight formula."
PROD0376,The Face Shop Natural Face Wash,The Face Shop,3446,4492,23.3,4,565,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0376,Enriched with natural extracts for everyday use.
PROD0377,The Face Shop Hydra Face Wash,The Face Shop,2082,3514,40.8,4.5,4428,8,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0377,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0378,The Face Shop Intense Face Wash,The Face Shop,2866,4130,30.6,4,285,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0378,Enriched with natural extracts for everyday use.
PROD0379,The Face Shop Intense Face Wash,The Face Shop,5058,6161,17.9,4,7817,4,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0379,Hydrating and gentle on skin with rich texture.
PROD0380,Himalaya Pure Face Wash,Himalaya,648,2008,67.7,3.9,5206,18,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0380,Tested by dermatologists and suitable for all skin types.
PROD0381,Mamaearth Natural Face Wash,Mamaearth,4046,4721,14.3,4.8,347,5,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0381,Enriched with natural extracts for everyday use.
PROD0382,Neutrogena Pure Face Wash,Neutrogena,1931,2381,18.9,4.4,1209,14,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0382,Enriched with natural extracts for everyday use.
PROD0383,Neutrogena Hydra Face Wash,Neutrogena,4277,4941,13.4,3.7,2939,9,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0383,Tested by dermatologists and suitable for all skin types.
PROD0384,Himalaya Matte Face Wash,Himalaya,3856,5229,26.3,5,6359,14,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0384,Tested by dermatologists and suitable for all skin types.
PROD0385,The Face Shop Intense Face Wash,The Face Shop,518,1945,73.4,4.3,5951,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0385,Long-lasting formula with smooth application.
PROD0386,Mamaearth Intense Face Wash,Mamaearth,1570,2376,33.9,3.7,576,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0386,Tested by dermatologists and suitable for all skin types.
PROD0387,The Face Shop Intense Face Wash,The Face Shop,5768,6003,3.9,3.5,7391,13,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0387,"Smudge-proof, waterproof, and lightweight formula."
PROD0388,Pond's Pure Face Wash,Pond's,4307,4672,7.8,4.2,759,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0388,Tested by dermatologists and suitable for all skin types.
PROD0389,Mamaearth Pure Face Wash,Mamaearth,3797,4696,19.1,4.2,2528,18,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0389,Hydrating and gentle on skin with rich texture.
PROD0390,Biotique Intense Face Wash,Biotique,2779,4138,32.8,4.9,5876,17,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0390,Tested by dermatologists and suitable for all skin types.
PROD0391,Neutrogena Hydra Face Wash,Neutrogena,4672,4940,5.4,4.8,7133,15,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0391,Tested by dermatologists and suitable for all skin types.
PROD0392,Himalaya Intense Face Wash,Himalaya,3460,4646,25.5,4.7,7083,5,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0392,Hydrating and gentle on skin with rich texture.
PROD0393,Biotique Intense Face Wash,Biotique,4329,4620,6.3,4.3,3899,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0393,Hydrating and gentle on skin with rich texture.
PROD0394,Himalaya Ultra Face Wash,Himalaya,712,1314,45.8,4.3,2679,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0394,Tested by dermatologists and suitable for all skin types.
PROD0395,Himalaya Intense Face Wash,Himalaya,1802,2994,39.8,3.6,6611,6,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0395,Infused with essential oils and organic ingredients for a refreshing experience.
PROD0396,Mamaearth Matte Face Wash,Mamaearth,2657,3151,15.7,3.7,2488,,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0396,"Smudge-proof, waterproof, and lightweight formula."
PROD0397,The Face Shop Natural Face Wash,The Face Shop,5750,5853,1.8,3.9,984,20,Home/Personal Care/Face Wash,https://www.myntra.com/personal-care/face wash/PROD0397,Tested by dermatologists and suitable for all skin types.
